,am,ba,ee,ex,op,pl,sr,za,
OG5_131791,0.25,0.015,0.5,0.75,0.6,1.0,0.2,0.06,
OG5_127773,0.039,0,0.058,0.556,0.128,0.172,0.021,0,
OG5_130597,0.25,0,0.286,0,0.071,0.105,0.056,0,
OG5_132970,0.182,0,0.039,0.176,0.091,0.071,0.02,0,
OG5_128466,0.039,0.028,0.094,0.143,0.091,0.133,0.062,0.5,
OG5_127927,0.041,0.01,0.056,0.088,0.067,0.057,0.018,0.04,
OG5_132003,0.061,0,0.118,1.0,0.24,0.067,0.048,0,
OG5_127666,0.032,0,0.062,0.185,0.116,0.167,0.023,0.333,
OG5_128069,0.032,0,0.043,0.2,0.056,0.115,0.034,0,
OG5_144629,0.5,0.041,0.5,0,1.0,0.25,0.067,1.0,
OG5_130852,0.061,0,0.125,0.5,0.182,0.262,0.036,0,
OG5_132751,0.026,0,0.111,0.222,0.16,0.125,0.048,0,
OG5_144691,0.186,1.0,0.467,0.5,1.0,0.222,0.066,0.5,
OG5_134274,0.053,1.0,0.143,0.333,0.176,0.167,0.091,0,
OG5_127155,0.048,0,0.067,0.118,0.1,0.115,0.015,0.011,
OG5_127080,0.06,0,0.096,0.105,0.063,0.093,0.021,0.011,
OG5_135675,0.048,0,0.2,0.5,0.167,0.211,0.5,0,
OG5_128866,0.054,0,0.12,0.4,0.174,0.095,0.036,0,
OG5_136328,0.118,1.0,0.14,0.5,0.212,0.292,0.209,0,
OG5_128688,0.036,0,0.057,0.087,0.061,0.066,0.02,0,
OG5_130737,0.097,0.007,0.286,0.667,0.167,0.35,0.034,0.038,
OG5_134995,0.064,1.0,0.25,0.333,0.313,0.286,0.027,0,
OG5_132615,0.4,0,0.061,0.2,0.286,0.167,0.062,0,
OG5_128645,0.143,0,0.174,0.75,0.286,0.5,0.1,0,
OG5_136839,0.167,1.0,0.333,0.333,0.571,0.354,0.109,0,
OG5_127860,0.05,0,0.071,0.4,0.344,0.26,0.053,0,
OG5_129424,0.048,0.047,0.111,0.566,0.263,0.2,0.088,0.167,
OG5_129631,0.053,0.111,0.125,0.111,0.105,0.149,0.026,0.037,
OG5_129827,0.04,0,0.167,0.25,0.318,0.128,0.061,0,
OG5_146491,0.207,0,0.095,0.143,0.4,0.286,0.073,0,
OG5_130353,0.055,0,0.065,0.2,0.179,0.19,0.037,0,
OG5_135164,0.5,0.1,1.0,0.5,0.2,0,0.533,0,
OG5_133056,0.036,0,0.125,0.5,0.333,0.105,0.036,0,
OG5_130519,0.095,0,0.118,0.5,0,0.125,0.107,0,
OG5_126583,0.054,0.022,0.082,0.19,0.086,0.095,0.027,0.052,
OG5_132739,0.5,0.033,0.667,0,1.0,0.125,0.1,0.267,
OG5_130180,0.04,0,0.045,0.25,0.125,0.073,0.017,0,
OG5_176039,0.125,0,0.5,1.0,0.333,0.5,0.037,0,
OG5_141126,0.058,0.036,0.089,0.333,0.4,0.176,0.034,0.286,
OG5_128254,0.04,0,0.08,0.211,0.348,0.069,0.038,0,
OG5_139346,0.077,0,0.111,0.143,0.25,0.333,0.042,0,
OG5_130733,0.031,0,0.077,0.2,0.143,0.074,0.03,0,
OG5_129032,0.045,0,0.067,0.308,0.244,0.085,0.033,0,
OG5_147095,0.089,0.5,0.15,0.2,0.667,0.167,0.089,0,
OG5_129818,0.031,0.182,0.1,0.2,0.091,0.28,0.043,0,
OG5_126698,0.047,0.006,0.042,0.148,0.101,0.08,0.024,0.03,
OG5_131557,0.231,0.032,0.5,1.0,0,0.286,0.121,0.105,
OG5_126839,0.068,0.008,0.063,0.318,0.203,0.167,0.042,0.022,
OG5_130177,0.111,0,0.085,0.222,0.111,0.077,0.031,0,
OG5_138014,0.125,0.25,0.105,0.667,0.5,0.25,0.056,0,
OG5_138383,0.167,0,0.5,1.0,0.421,0.667,0.133,0,
OG5_135374,1.0,0.019,0.143,1.0,0,0.25,0.1,0.182,
OG5_140205,0.039,1.0,0.143,0.154,0.3,0.2,0.038,0,
OG5_146796,0.056,0.027,0.235,0.333,0.375,0.5,0.081,0,
OG5_127715,0.143,0.012,0.051,0.133,0.105,0.074,0.023,0.031,
OG5_130014,0.333,0.007,0,0,0.2,0.5,0.333,0.049,
OG5_129722,0.081,0,0.121,0.333,0.25,0.143,0.042,0,
OG5_126723,0.049,0.004,0.059,0.217,0.073,0.209,0.028,0.022,
OG5_127125,0.057,0.08,0.052,0.194,0.073,0.068,0.016,0.031,
OG5_131619,0.079,0,0.061,0.5,0.167,0.342,0.039,0,
OG5_128873,0.042,0,0.125,0.438,0.197,0.07,0.102,1.0,
OG5_136029,0.093,0,0.074,0.174,0.286,0.102,0.023,0,
OG5_147684,0.075,0,0.154,0.4,0.2,1.0,0.068,0,
OG5_126720,0.037,0.01,0.058,0.159,0.178,0.13,0.053,0.053,
OG5_153413,0.167,0,1.0,0,0.667,0.091,0.125,0,
OG5_129531,0.051,0.333,0.069,0.167,0.1,0.097,0.023,0,
OG5_132830,0.083,0.022,0.167,0.444,0.286,0.222,0.061,0.333,
OG5_158890,0.333,0.167,0,1.0,0,0,0.111,0.25,
OG5_163156,1.0,1.0,1.0,0,0.4,0,0.083,0.143,
OG5_141372,0.667,0,1.0,0,0.5,0,0.286,0,
OG5_130512,0.028,0,0.077,0.188,0.111,0.2,0.02,0,
OG5_142788,0.092,0.333,0.15,0.6,0.273,0.182,0.127,0.5,
OG5_132819,0.074,0,0.13,0.2,0.606,0.162,0.054,0.5,
OG5_131308,0.037,0,0.087,0.182,0.6,0.118,0.125,0,
OG5_127680,0.075,0.004,0.12,0.182,0.103,0.172,0.049,0.5,
OG5_133779,0.2,0.333,0.429,0,0.2,0.286,0.169,0,
OG5_132389,0.048,1.0,0.167,0.214,0.548,0.188,0.026,0,
OG5_127656,0.058,0.007,0.07,0.273,0.167,0.104,0.031,0.029,
OG5_133610,0.058,0.286,0.2,0.222,0.4,0.125,0.073,0,
OG5_128786,0.043,0,0.043,0.25,0.121,0.135,0.017,0,
OG5_130503,0.036,0,0.217,0.5,0.261,0.333,0.17,0,
OG5_132234,0.046,0.013,0.094,0.167,0.2,0.222,0.047,0.049,
OG5_144950,0.06,0,0.095,0,0.222,0.264,0.041,0,
OG5_126887,0.051,0.008,0.045,0.32,0.25,0.24,0.024,0.037,
OG5_126704,0.045,0.006,0.043,0.231,0.086,0.067,0.026,0.25,
OG5_131583,0.375,0.031,1.0,0.667,1.0,0,0.857,0,
OG5_133563,0.5,0.167,0.222,0.667,1.0,0.714,0.15,0,
OG5_126823,0.051,0.008,0.098,0.348,0.242,0.065,0.022,0.235,
OG5_158705,0.125,0.054,0.111,0.5,0,0.1,0.06,0.222,
OG5_130284,0.037,0.077,0.146,0.333,0.2,0.143,0.104,0,
OG5_129401,0.12,0.023,0.167,0.143,0.333,0.125,0.061,0.042,
OG5_130492,0.075,0,0.061,0.32,0.176,0.158,0.039,0,
OG5_131923,0.079,0.537,0.121,0.455,0.364,0.429,0.046,0,
OG5_139178,0.2,0.108,0.2,0.25,0.25,0.5,0.067,0.25,
OG5_132862,0.051,0,0.4,0.333,0.378,0.375,0.105,0,
OG5_171707,0.333,0.039,1.0,0,1.0,0,0,0.2,
OG5_128664,0.04,0.006,0.045,0,0.091,0.052,0.024,0.034,
OG5_153081,0.095,0,0.115,0.364,0.333,0.286,0.04,0.5,
OG5_160211,0.154,0.125,0.067,0,0.333,0.182,0.048,0,
OG5_132880,0.035,0.019,0.08,0.2,0.143,0.158,0.02,0.038,
OG5_132540,0.031,1.0,0.08,0.333,0.143,0.371,0.037,0,
OG5_139141,0.061,0.036,0.049,0.25,0,0.074,0.041,0,
OG5_130916,0.051,0,0.107,0.357,0.1,1.0,0.023,0,
OG5_129706,0.046,0.5,0.059,0.467,0.1,0.104,0.028,0,
OG5_127725,0.057,0.004,0.2,0,0.185,0.188,0.049,0.025,
OG5_128727,0.035,0,0.07,0.154,0.152,0.113,0.026,0,
OG5_135999,0.035,0,0.136,0.333,0.213,0.333,0.094,0,
OG5_129188,0.12,0,0.158,0.389,0.25,0.174,0.111,0,
OG5_128248,0.034,0.083,0.106,0.091,0.103,0.179,0.02,0.049,
OG5_138766,0.087,0.167,0.125,0.333,0.313,0.309,0.037,0,
OG5_133882,0.158,0,0.174,0.333,0.4,0.25,0.052,0,
OG5_132584,0.5,0.01,0,1.0,0,0.091,1.0,0.015,
OG5_127334,0.08,0.006,0.12,0.176,0.205,0.185,0.053,0.074,
OG5_128631,0.037,0.2,0.055,0.133,0.089,0.048,0.025,1.0,
OG5_129331,0.049,0,0.088,0.2,0.077,0.053,0.026,0,
OG5_132500,0.25,0.006,0.5,0,1.0,0,0.2,0.143,
OG5_128519,0.04,0,0.065,0.1,0.208,0.114,0.023,0,
OG5_143075,0.25,0,0.158,0,1.0,0.237,0.043,0,
OG5_139260,1.0,0.032,0,0,0,1.0,0,0.043,
OG5_127711,0.039,0,0.056,0.167,0.088,0.152,0.026,0.011,
OG5_168762,0.176,0.067,0.091,1.0,1.0,0,0.075,0,
OG5_135036,0.087,0,0.059,0.333,0.25,0.105,0.059,0,
OG5_168903,0.182,0.5,0.235,1.0,0,0.25,0.051,0,
OG5_132748,0.057,0.111,0.148,0.3,0.353,0.231,0.043,0,
OG5_127828,0.032,0.023,0.049,0.08,0.069,0.076,0.022,0.04,
OG5_127204,0.044,0.017,0.05,0.4,0.121,0.079,0.023,0.041,
OG5_129559,0.036,0.083,0.087,0.308,0.172,0.057,0.015,0,
OG5_142673,1.0,0.017,0,1.0,0,0,0,0.071,
OG5_130587,0.047,0.019,0.058,0.5,0.24,0.061,0.038,0.074,
OG5_149720,0.111,0.333,0.118,0,0.25,0.111,0.049,0.034,
OG5_127407,0.061,0,0.071,0.154,0.17,0.089,0.028,0.026,
OG5_128535,0.057,0.004,0.069,0.5,0.25,0.158,0.019,0.022,
OG5_152255,0.25,0,0,0,0,0.323,1.0,0,
OG5_130394,0.077,0,0.238,0.222,0.308,0.5,0.074,0,
OG5_136059,0.057,0.051,0.111,0.167,0.182,0.133,0.039,0.6,
OG5_130537,0.042,0,0.125,0.333,0.091,0.359,0.044,0,
OG5_144836,0.179,1.0,0.125,0.5,0.667,0.5,0.146,0,
OG5_142885,0.118,0,0.15,0.4,0.158,0.283,0.048,0,
OG5_138609,0.062,0,0.364,0.333,0.154,0,0.118,0,
OG5_129362,0.033,0.083,0.077,0.12,0.068,0.175,0.019,0,
OG5_126873,0.042,0.015,0.066,0.167,0.08,0.164,0.025,1.0,
OG5_142601,0.061,0,0.111,0.333,0,0.301,0.111,0,
OG5_152391,0.143,0.031,0.333,0.5,1.0,0.5,0.3,0.094,
OG5_132721,0.25,0,0.056,0.176,0.333,0.143,0.036,0,
OG5_130958,0.084,0.1,0.101,0.462,0.375,0.217,0.047,0,
OG5_142217,0.1,0,0.071,0.133,0,0.25,0.025,0,
OG5_137435,0.055,0,0.108,0.3,0.182,0.2,0.083,0,
OG5_129844,0.028,0.011,0.05,0.111,0.125,0.308,0.026,0,
OG5_126924,0.041,0,0.188,0.75,0.308,0.333,0.073,0,
OG5_126892,0.089,0.009,0.146,0.429,0.176,0.143,0.053,0.037,
OG5_127366,0.064,0.05,0.095,0.19,0.186,0.086,0.017,0,
OG5_139124,0.111,0,0.5,0.8,0.2,0.5,0.056,0,
OG5_126980,0.034,0.004,0.06,0.115,0.066,0.093,0.02,0.034,
OG5_141124,0.25,0,0.4,0,1.0,0.277,0.571,0,
OG5_131488,0.029,0,0.056,1.0,0.3,0.227,0.087,0,
OG5_131731,0.031,0,0.063,0,0.182,1.0,0.037,0,
OG5_128437,0.039,0.077,0.078,0.741,0.148,0.154,0.032,0,
OG5_144714,0.098,0,0.167,0.286,0.462,0.214,0.107,0,
OG5_133908,0.238,0.25,0.148,0,0.519,0.25,0.143,0,
OG5_135564,0.043,0,0.333,0,0.308,0.143,0.118,0,
OG5_126803,0.086,0.025,0.064,0.1,0.065,0.125,0.021,0.029,
OG5_132844,0.044,0,0.071,0,0.167,0.1,0.074,0,
OG5_127341,0.054,1.0,0.154,0.341,0.269,0.083,0.066,0,
OG5_132682,0.125,0,0.182,0.4,0.2,0.375,0.041,0,
OG5_159030,1.0,0.067,1.0,1.0,0,0.5,0.375,0.056,
OG5_142054,0.042,0,0.143,0,0.286,1.0,0.2,0,
OG5_128531,0.041,0,0.041,0.5,0.107,0.13,0.036,0,
OG5_149472,0.143,0,0.2,1.0,0,0.2,0.067,0,
OG5_135734,0.2,0.031,0.5,0.643,0,0,0,0.111,
OG5_134276,0.101,1.0,0.138,1.0,0.571,0.207,0.084,0,
OG5_135810,0.069,0,0.5,0.5,0.2,0,1.0,0,
OG5_129539,0.053,1.0,0.119,0.333,0.136,0.135,0.059,0,
OG5_135081,0.5,0.062,0,1.0,0,0,1.0,0.125,
OG5_130815,0.063,0,0.2,0.667,0.077,0.75,0.041,0.5,
OG5_136844,0.05,0,0.333,0.25,0.222,0.186,0.5,0,
OG5_130554,0.081,0.091,0.304,1.0,0.273,0.121,0.042,1.0,
OG5_129487,0.046,0,0.043,0.2,0.161,0.065,0.029,0,
OG5_127976,0.07,0,0.076,0.212,0.15,0.07,0.031,0,
OG5_128297,0.045,0,0.071,0.188,0.107,0.143,0.018,0.5,
OG5_140428,0.179,0,0.231,0.5,0.364,0.326,0.072,0,
OG5_128098,0.035,0,0.051,0.125,0.061,0.067,0.016,0,
OG5_136792,0.25,0.019,0.174,0.5,0.5,0.75,0.096,0.037,
OG5_127172,0.031,0,0.078,0.303,0.148,0.055,0.025,0,
OG5_134071,0.077,0,0.085,0.4,0.375,0.513,0.056,0,
OG5_129656,0.133,0,0.087,0.5,0.167,1.0,0.062,0,
OG5_130208,0.111,0.033,0.15,0.444,0.222,0.5,0.049,0.03,
OG5_128796,0.04,0.333,0.058,0.143,0.121,0.137,0.024,0,
OG5_140214,0.1,0.012,0,0.5,0.333,0,0,0.03,
OG5_126801,0.049,0.006,0.053,0.238,0.091,0.048,0.042,0.042,
OG5_127859,0.036,0,0.053,0.255,0.167,0.097,0.025,0,
OG5_134703,0.333,0.029,0.333,1.0,0.143,0.5,0.365,0.143,
OG5_144267,0.087,0.025,0.176,0.5,0.368,0.133,0.092,0.086,
OG5_135874,0.025,0,0.074,0.111,0.2,0.364,0.028,0,
OG5_144118,0.08,0,0.13,0.333,0,0.104,0.034,0,
OG5_128711,0.043,0.01,0.082,0.13,0.083,0.111,0.024,0.111,
OG5_129788,0.035,0,0.075,0.333,0.143,0.266,0.023,0,
OG5_134144,0.091,0,0.25,1.0,0.3,0.2,0.071,0,
OG5_143885,0.5,0,0.167,0.333,0.286,0.25,0.063,0,
OG5_143114,0.088,0,0.286,0.286,0.5,0.145,0.046,0,
OG5_128729,0.035,0.045,0.068,0.1,0.108,0.13,0.019,0.074,
OG5_133848,0.058,1.0,0.125,0.4,0.4,0.13,0.071,0.333,
OG5_133753,0.091,0.018,0.158,0.154,0.8,0.2,0.056,0.059,
OG5_134867,0.053,0,0.25,0.4,0.222,0.5,0.067,0,
OG5_139965,0.25,0.04,1.0,1.0,0.286,0,0.111,0.105,
OG5_129327,0.098,0.018,0.161,0.2,0.136,0.116,0.042,0.074,
OG5_127408,0.03,1.0,0.06,0.077,0.073,0.109,0.015,0,
OG5_127978,0.05,0,0.087,0.474,0.171,0.123,0.032,0,
OG5_129807,0.033,0,0.091,0.167,0.065,0.227,0.035,0,
OG5_128923,0.03,0,0.043,0.167,0.095,0.17,0.045,0,
OG5_128957,0.045,0.021,0.068,0.429,0.08,0.049,0.028,0.039,
OG5_126626,0.04,0.007,0.086,0.141,0.07,0.06,0.036,0.027,
OG5_133797,0.033,0,0.095,0.25,0.222,0.371,0.1,0,
OG5_134503,0.057,0.048,0.072,0.421,0.375,0.125,0.043,0,
OG5_136605,0.025,0,0.059,0.222,0.125,1.0,0.079,0,
OG5_129046,0.031,0.013,0.047,1.0,0.105,0.085,0.026,0.038,
OG5_130681,0.061,0.028,0.118,1.0,0.15,0.333,0.028,0.286,
OG5_127399,0.043,0.111,0.136,0.4,0.172,0.375,0.034,0.857,
OG5_131836,0.043,0.016,0.148,0.333,0.3,0.211,0.042,0.333,
OG5_126906,0.038,0.009,0.052,0.079,0.273,0.2,0.059,0.096,
OG5_126809,0.036,0.019,0.054,0.094,0.089,0.099,0.013,0.069,
OG5_133948,0.056,0,0.167,0,0.111,0.2,0.053,0,
OG5_131579,0.138,0,0.273,0.833,0.173,0.5,0.194,0,
OG5_128761,0.032,0.015,0.111,0.222,0.279,0.149,0.04,0.057,
OG5_130400,0.066,0,0.167,0.273,0.45,0.25,0.115,0,
OG5_128452,0.043,0.063,0.077,0.182,0.106,0.125,0.028,0,
OG5_128033,0.037,0,0.077,0.125,0.139,0.125,0.024,0,
OG5_142180,0.048,0,0.25,0,0.333,0.5,0.667,0,
OG5_135299,0.1,0.028,0.118,0.5,0.286,0.4,0.059,0.033,
OG5_127487,0.061,0.154,0.058,0.158,0.115,0.065,0.037,0,
OG5_133128,0.089,1.0,0.154,0.667,0.3,0.4,0.06,0,
OG5_126804,0.088,0,0.426,0.446,0.286,0.158,0.033,0,
OG5_132704,0.069,0,0.167,1.0,0.294,0.5,0.068,0,
OG5_141795,0.056,0,0.2,1.0,0.167,0.333,0.094,0,
OG5_126763,0.043,0.022,0.053,0.2,0.131,0.089,0.022,0.039,
OG5_130959,0.059,0,0.036,0.25,0.25,0.231,0.024,0.227,
OG5_130383,0.1,0,0.391,0.718,0.5,0.25,0.116,0,
OG5_155811,0.111,0.05,0.222,0.143,0.222,0.4,0.079,0,
OG5_129295,0.05,0.018,0.094,0.167,0.125,0.171,0.077,0.077,
OG5_129534,0.034,0.286,0.107,0.2,0.176,0.145,0.069,0.5,
OG5_129210,0.12,0,0.143,0.333,0.111,0.288,0.075,0,
OG5_130342,0.121,0.009,0.105,0.154,0.045,0.136,0.026,0.2,
OG5_145286,0.16,0,0.1,0.333,0.333,0.5,0.037,0,
OG5_132529,0.143,0,0.5,1.0,0.25,0,0.25,0,
OG5_133663,0.2,0.333,0.097,0.667,0.25,0.25,0.053,0.143,
OG5_133860,0.083,0,0.2,1.0,0.286,0.4,0.087,0,
OG5_136330,0.075,0,0.111,0.5,0.154,0.5,0.034,0,
OG5_131309,0.068,0,0.213,0.333,0.352,0.234,0.061,0,
OG5_128383,0.047,0,0.087,0.143,0.12,0.077,0.043,1.0,
OG5_133528,0.056,0.028,0.069,0.2,1.0,0.283,0.031,0.1,
OG5_135967,0.105,0.043,0.132,0.912,0.273,0.333,0.057,1.0,
OG5_130205,0.125,0.009,0.182,0.25,0.25,0.088,0.056,0.028,
OG5_147285,0.102,0,0.075,0.75,0.2,0.333,0.024,0,
OG5_128326,0.059,0,0.141,0.286,0.714,0.239,0.083,0,
OG5_130261,0.037,0,0.057,0.194,0.273,0.159,0.104,0,
OG5_129204,0.087,0,0.071,0.25,0.095,0.196,0.028,0,
OG5_126904,0.027,0.015,0.063,0.267,0.143,0.171,0.02,1.0,
OG5_141255,0.086,0.105,0.133,0.4,1.0,0.167,0.037,0,
OG5_135951,0.333,0.032,0.111,0.5,0.333,0.267,0.077,0.2,
OG5_126927,0.053,0.009,0.089,0.1,0.235,0.072,0.03,0.031,
OG5_140117,0.167,0,0.125,1.0,0.333,0.125,0.035,0,
OG5_129875,0.055,1.0,0.097,0.143,0.227,0.077,0.03,0,
OG5_147391,0.063,0.074,0.5,0.5,0.167,0.25,0.1,0,
OG5_129892,0.039,0,0.063,0.333,0.105,0.302,0.028,0,
OG5_127791,0.033,0,0.055,0.238,0.051,0.062,0.016,0.2,
OG5_127455,0.03,0,0.052,0.1,0.053,0.171,0.019,0.023,
OG5_131485,0.06,0,0.094,0.096,0.207,0.071,0.019,0,
OG5_127426,0.04,0,0.081,0.2,0.095,0.11,0.058,0,
OG5_128337,0.032,0.029,0.058,0.444,0.102,0.125,0.02,0.063,
OG5_150382,0.077,0,0.222,0.333,0.7,0.256,0.041,0,
OG5_128848,0.074,0,0.136,0.667,0.154,0.333,0.169,0,
OG5_132372,0.144,1.0,0.136,0.286,0.2,0.143,0.07,0,
OG5_176383,0.333,0.5,0.203,0.667,1.0,0.289,0.095,0,
OG5_144954,0.25,0.011,0.091,0,0,0.063,0.047,0,
OG5_163100,1.0,0.033,1.0,0,0,1.0,0.5,0.5,
OG5_129059,0.054,0.25,0.055,0.135,0.148,0.107,0.022,0,
OG5_127386,0.026,0,0.048,0.118,0.057,0.085,0.016,0,
OG5_127007,0.032,0.016,0.078,0.154,0.091,0.091,0.034,0.054,
OG5_126572,0.043,0,0.137,0.233,0.164,0.144,0.034,0,
OG5_137697,0.062,0,0.1,0.133,0.105,0.071,0.027,0,
OG5_155565,0.08,0.095,0.061,0.375,0.143,0.167,0.056,0,
OG5_169823,0.103,0.063,0.167,0.5,0.333,0.5,0.223,0,
OG5_139201,0.133,0,0.5,0,0.4,1.0,0.028,0,
OG5_146567,0.1,0,0.2,0,0.429,0,0.143,0,
OG5_131157,0.063,0,0.103,0.643,0.095,0.143,0.074,0,
OG5_137213,0.068,0,0.267,0.5,0.467,0,0.054,0,
OG5_132909,0.073,0,0.095,0.143,0.167,0.167,0.067,1.0,
OG5_149494,0.109,0.25,0.154,0.6,0.3,0.135,0.093,0,
OG5_131906,0.034,0.05,0.074,0.111,0.118,0.13,0.028,0.063,
OG5_128696,0.037,0,0.068,0.188,0.133,0.212,0.03,0,
OG5_132114,0.118,0,0.078,0.667,0.182,0.067,0.08,0,
OG5_139730,0.158,0,0.222,0.182,1.0,0,0.222,0,
OG5_131382,0.5,0.058,0,1.0,0,1.0,0.333,0.135,
OG5_130678,0.056,0.014,0.079,0.25,0.3,0.232,0.029,0.062,
OG5_158450,0.13,0,0.286,0.5,0.667,0,0.067,0,
OG5_128113,0.033,0.077,0.052,0.19,0.151,0.19,0.045,0.333,
OG5_129959,0.032,0,0.061,0.286,0.118,0.065,0.022,0,
OG5_135856,0.5,0,0.1,0.2,0.714,0,0.067,0,
OG5_138611,0.034,0,0.077,0.25,1.0,0.164,0.053,0,
OG5_132333,0.05,0,0.091,0.182,0.28,0.2,0.029,0,
OG5_136642,0.05,0,0.1,0.5,0.125,0.269,0.125,0,
OG5_134631,0.059,0,0.077,0.333,0.25,0.2,0.078,0,
OG5_126941,0.037,0.005,0.057,0.125,0.114,0.115,0.017,0.059,
OG5_127989,0.052,0,0.077,0.333,0.148,0.086,0.023,0,
OG5_131881,0.097,0,0.4,0.214,0.188,0.125,0.057,0,
OG5_132111,0.045,0,0.047,0.333,0.167,0.088,0.018,0,
OG5_129283,0.032,0,0.036,0.143,0.12,0.158,0.04,0,
OG5_133339,0.057,0.077,0.313,1.0,0.217,0.5,0.314,0,
OG5_127003,0.051,0.056,0.114,0.2,0.125,0.125,0.039,0.125,
OG5_129968,0.044,0,0.182,0.25,0.083,0.083,0.136,0,
OG5_132273,0.053,0,0.2,0.25,0.222,0.133,0.071,0,
OG5_128318,0.042,0,0.061,0.091,0.071,0.045,0.019,0,
OG5_131647,0.061,0,0.069,0.154,0.133,0.061,0.032,0,
OG5_130563,0.039,0,0.1,0.111,0.095,0.12,0.027,0,
OG5_136606,0.038,0,1.0,0.5,0.091,0,0.042,0,
OG5_135554,0.048,0.105,0.125,0.333,0.286,0.133,0.05,0.167,
OG5_141259,0.25,1.0,0.286,0.444,0,0.667,0.111,0,
OG5_127573,0.042,1.0,0.055,0.182,0.093,0.061,0.022,0.045,
OG5_139913,0.2,0,0.118,1.0,0.5,0.2,0.068,0,
OG5_139517,0.5,0,0,0,0,0.374,0.8,0,
OG5_140422,0.143,0,0.143,0.5,0,0.25,0.059,0,
OG5_166511,0.5,0.5,0,0,0,0.5,0.2,0,
OG5_130000,0.086,0,0.143,0.227,0.2,0.125,0.034,0,
OG5_128578,0.075,0.06,0.116,0.2,0.533,0.154,0.115,1.0,
OG5_134022,0.133,0.517,1.0,0,0,0,0.69,0,
OG5_129703,0.066,0,0.14,0.6,0.263,0.4,0.047,0,
OG5_127576,0.145,0.111,0.129,0.333,0.286,0.261,0.066,0,
OG5_141726,0.333,0,0.111,0.25,0,1.0,0.029,0,
OG5_172385,0.667,0.217,0.056,1.0,1.0,0.167,0.103,0.25,
OG5_128359,0.033,1.0,0.042,0.15,0.074,0.064,0.018,0,
OG5_127500,0.056,0,0.082,0.2,0.077,0.299,0.072,0,
OG5_130244,0.034,0,0.056,0.143,0.071,0.171,0.033,0,
OG5_144759,0.081,0,0.15,0.417,0.647,0.111,0.043,0,
OG5_129099,0.119,0.008,0.043,0,0.118,0.169,0.02,0.026,
OG5_135532,0.143,0,0.2,1.0,0.314,0.5,0.068,0,
OG5_128457,0.068,0,0.062,0.462,0.077,0.077,0.085,0,
OG5_130511,0.033,0,0.083,0.2,0.077,0.118,0.031,0,
OG5_130607,0.071,0,0.174,0.5,0.148,0.188,0.054,0,
OG5_133846,0.073,0.282,0.08,0.167,0.55,0.25,0.036,1.0,
OG5_131246,0.033,0,0.08,0.222,0.154,0.139,0.071,0,
OG5_130790,0.031,0,0.057,0.25,0.227,0.143,0.024,0,
OG5_129517,0.042,0.25,0.065,0.2,0.262,0.063,0.019,0,
OG5_146296,0.167,0,0.103,0.231,0.583,0.167,0.05,0,
OG5_147122,0.154,0,0.333,0,0,0.265,0.058,0,
OG5_126888,0.05,0,0.045,0.316,0.102,0.159,0.047,0,
OG5_130331,0.055,0,0.333,0.167,0.305,0.231,0.25,0,
OG5_132315,0.286,0,0.143,0.154,0.704,0.121,0.138,0,
OG5_134287,0.029,0,0.25,0.5,0.222,0,0.056,0,
OG5_130604,0.125,0,0.111,0.375,0.5,0.091,0.021,0,
OG5_133855,0.047,0,0.1,0.333,0.1,0.143,0.222,0,
OG5_136942,0.056,0.019,0.143,0.462,0.6,1.0,0.081,0.097,
OG5_127246,0.039,0.017,0.069,0.176,0.156,0.091,0.033,0.108,
OG5_129366,0.039,0,0.5,0,0.286,1.0,0.6,0,
OG5_134369,0.05,0,0.154,0.286,0.222,0.1,0.029,0,
OG5_138488,0.094,0,0.121,0.167,0.5,0.19,0.038,0,
OG5_131275,0.067,0.063,0.038,0.2,0.167,0.25,0.028,0,
OG5_137301,0.045,0,0.118,0.441,0.355,0.102,0.053,0,
OG5_129148,0.076,1.0,0.157,0.375,0.108,0.111,0.062,0,
OG5_133355,0.273,0.333,0.4,1.0,0.222,0,0.034,0,
OG5_140641,0.277,0,0.133,0.313,0.25,0.255,0.04,0,
OG5_139177,0.047,0.167,0.097,0.471,0.37,0.09,0.067,0,
OG5_133452,0.056,0,0.222,0.5,0.188,0.576,0.2,0,
OG5_131677,0.048,0,0.069,0.222,0.077,0.12,0.115,0,
OG5_130362,0.059,0.022,0.083,0.4,0.214,0.286,0.025,0,
OG5_131705,0.107,0,0.1,0.2,0.125,0.486,0.05,0,
OG5_156606,0.143,0.2,0.125,0.333,0.25,0.16,0.031,0,
OG5_133200,0.049,0,0.042,0.4,0.2,0.105,0.03,0,
OG5_130887,0.038,0.067,0.059,0.111,0.222,0.071,0.061,0,
OG5_129599,0.05,0,0.156,1.0,0.087,0.148,0.04,0,
OG5_133498,0.083,0,0.25,0.333,0.222,0,0.143,0,
OG5_158671,0.048,0.078,0.179,0.333,0.462,0.175,0.177,0,
OG5_129200,0.049,0,0.074,0.333,0.097,0.109,0.036,0,
OG5_139519,0.107,0,0.3,0.5,0.25,0.5,0.167,0,
OG5_132881,0.055,0,0.057,0.3,0.5,0.222,0.044,0,
OG5_132609,0.04,0,0,0,0,0.364,0.957,0,
OG5_130797,0.25,0.013,0.081,0.5,0.182,1.0,0.034,0.04,
OG5_135669,0.086,0,0.2,0.333,0.226,1.0,0.286,0,
OG5_128792,0.057,0,0.088,0.2,0.182,0.087,0.04,0,
