,Am,Ba,EE,Ex,Op,Pl,Sr,Za,
OG5_130196,63,0,37,7,13,41,143,0,
OG5_130197,84,0,44,15,20,35,175,0,
OG5_141528,31,1,4,2,4,12,26,1,
OG5_127686,83,0,47,16,28,44,218,0,
OG5_138761,39,0,34,7,10,19,143,0,
OG5_134459,60,0,32,7,10,15,119,0,
OG5_132538,9,0,8,2,10,14,27,0,
OG5_138767,32,0,2,0,0,28,5,0,
OG5_127912,77,0,43,16,31,45,205,15,
OG5_127913,26,512,25,6,13,27,130,0,
OG5_127910,69,0,44,21,26,33,173,0,
OG5_127911,70,0,42,12,28,44,162,0,
OG5_127916,76,0,46,15,26,47,205,0,
OG5_127914,79,0,40,17,32,38,174,0,
OG5_168571,24,0,17,2,2,4,37,0,
OG5_141501,51,3,14,8,13,14,147,0,
OG5_127918,56,0,34,11,24,34,125,0,
OG5_127919,64,0,38,12,30,44,137,0,
OG5_127683,92,0,47,24,31,49,227,0,
OG5_130517,65,0,39,14,10,36,105,0,
OG5_175720,2,179,2,0,0,5,2,24,
OG5_131576,45,2,34,15,5,17,159,0,
OG5_138843,56,0,2,16,0,2,2,0,
OG5_130228,12,0,34,19,13,19,140,0,
OG5_137509,40,0,8,1,5,8,53,0,
OG5_128109,54,0,29,12,21,21,118,0,
OG5_130225,50,0,15,7,12,9,105,93,
OG5_137506,14,0,21,0,1,7,46,0,
OG5_128458,75,0,33,13,22,42,183,0,
OG5_146518,53,1,27,10,12,17,132,0,
OG5_130271,66,0,37,8,23,35,141,0,
OG5_127826,78,71,44,17,28,34,206,22,
OG5_127827,46,0,39,13,23,17,196,0,
OG5_130428,37,0,23,11,10,2,73,0,
OG5_127825,68,223,28,14,14,9,155,30,
OG5_127822,70,0,40,16,32,45,185,0,
OG5_127820,81,0,45,20,26,40,219,51,
OG5_130423,47,1,31,6,23,8,141,0,
OG5_130352,33,0,9,11,15,39,31,0,
OG5_130421,68,13,38,10,8,25,160,0,
OG5_130354,48,0,10,3,19,21,24,89,
OG5_128450,14,0,37,20,16,21,161,0,
OG5_130424,8,0,32,12,11,12,99,0,
OG5_136438,21,0,8,2,4,3,33,0,
OG5_126714,62,389,46,18,31,45,225,86,
OG5_126712,88,7,48,27,36,52,245,0,
OG5_126711,63,185,43,14,28,48,219,1,
OG5_126710,80,512,44,20,34,47,199,93,
OG5_128456,41,0,33,5,19,38,163,0,
OG5_126719,75,0,45,10,34,40,183,0,
OG5_137346,40,9,29,11,10,11,118,0,
OG5_128106,59,1,28,14,26,31,134,0,
OG5_166329,4,33,10,0,1,6,16,0,
OG5_131078,6,25,28,11,10,13,79,0,
OG5_136328,36,1,27,4,12,21,73,0,
OG5_136323,70,0,20,6,13,5,121,0,
OG5_136321,17,1,12,3,2,4,37,0,
OG5_127553,89,41,46,16,29,42,232,47,
OG5_127002,86,489,48,25,33,55,253,2,
OG5_129545,67,0,35,5,17,10,87,0,
OG5_128498,74,0,30,15,24,42,184,0,
OG5_141485,42,0,14,7,8,13,71,0,
OG5_127004,19,307,24,6,23,23,148,52,
OG5_131804,20,81,15,4,8,9,93,0,
OG5_127557,76,0,45,16,27,46,189,0,
OG5_127006,69,455,40,12,27,49,167,89,
OG5_130100,76,0,30,9,23,2,13,0,
OG5_130705,55,0,9,3,17,1,18,0,
OG5_127105,66,436,32,13,28,42,156,83,
OG5_133082,35,173,22,5,18,17,73,87,
OG5_126669,6,334,3,0,2,0,23,47,
OG5_126668,95,511,50,27,46,59,255,93,
OG5_126665,82,507,41,19,33,37,197,48,
OG5_126663,88,1,46,20,29,42,241,0,
OG5_126662,81,463,47,29,29,56,228,69,
OG5_126661,61,276,39,9,22,38,138,27,
OG5_126660,83,0,43,18,37,34,201,0,
OG5_127596,65,0,41,17,27,23,128,0,
OG5_149801,23,0,0,1,5,1,11,0,
OG5_127046,80,0,45,20,40,56,246,93,
OG5_127047,81,0,44,18,28,49,222,0,
OG5_127592,88,0,46,22,36,43,206,71,
OG5_127593,82,0,39,20,39,51,225,38,
OG5_127042,98,0,46,10,33,33,197,2,
OG5_127043,69,379,21,16,27,43,150,52,
OG5_127048,55,0,34,13,30,23,157,0,
OG5_127049,73,123,43,19,27,47,204,42,
OG5_127598,72,0,33,18,30,41,195,84,
OG5_131971,31,0,6,1,13,30,23,0,
OG5_128939,66,0,44,8,18,49,188,0,
OG5_128938,24,65,35,10,12,34,126,9,
OG5_131974,4,0,29,18,8,9,104,0,
OG5_133885,3,349,6,1,2,4,50,51,
OG5_128936,50,0,34,11,21,30,118,0,
OG5_128931,55,0,39,10,20,35,155,0,
OG5_133880,23,0,28,8,12,15,145,0,
OG5_128933,60,0,37,11,22,37,149,0,
OG5_127440,54,217,36,13,27,34,186,40,
OG5_127441,74,131,42,13,28,41,199,0,
OG5_127442,88,7,45,18,34,43,227,0,
OG5_127443,72,0,36,17,29,46,198,87,
OG5_127444,87,0,33,13,19,17,157,0,
OG5_127447,87,10,48,24,40,50,227,92,
OG5_127448,79,0,42,20,32,56,233,0,
OG5_127449,72,1,40,17,29,39,182,0,
OG5_140215,21,43,20,6,3,6,75,1,
OG5_127806,77,0,43,20,25,46,182,0,
OG5_127628,24,56,27,9,24,22,141,0,
OG5_130246,58,0,38,11,13,28,163,0,
OG5_129856,40,0,29,7,20,28,108,0,
OG5_132847,25,3,22,9,12,16,98,1,
OG5_127620,87,51,39,17,22,21,197,2,
OG5_127622,82,0,43,16,32,43,201,79,
OG5_127623,86,0,45,22,33,50,216,0,
OG5_132590,45,101,36,7,4,30,121,1,
OG5_127625,60,0,34,12,17,29,179,0,
OG5_132592,45,0,31,9,10,34,96,0,
OG5_129080,49,0,25,3,26,31,91,0,
OG5_130992,29,0,5,1,7,12,18,0,
OG5_130996,35,0,16,4,10,6,34,0,
OG5_130998,8,0,36,13,6,13,124,0,
OG5_132444,16,363,1,0,1,0,2,25,
OG5_132117,10,0,13,2,11,1,8,0,
OG5_132688,69,0,34,7,17,17,140,0,
OG5_128735,80,46,39,14,28,46,157,27,
OG5_128734,20,0,29,5,9,18,133,0,
OG5_128733,34,0,34,15,20,37,141,0,
OG5_128731,64,0,38,7,24,35,135,0,
OG5_128730,71,0,43,13,24,41,179,0,
OG5_132937,71,23,16,9,18,11,34,0,
OG5_133429,68,20,24,2,24,12,61,2,
OG5_137443,63,0,23,4,5,5,100,0,
OG5_128738,79,0,29,1,25,17,65,0,
OG5_128448,66,0,38,15,29,35,139,0,
OG5_129466,92,0,47,18,20,40,219,5,
OG5_129467,40,213,6,4,19,2,16,49,
OG5_127611,63,68,40,17,29,40,182,3,
OG5_128582,19,506,10,0,3,5,63,33,
OG5_129462,79,0,45,13,28,43,189,0,
OG5_128118,77,72,45,16,28,40,205,1,
OG5_128440,69,0,38,11,26,37,179,0,
OG5_128115,83,1,45,15,21,43,190,0,
OG5_128442,68,0,40,8,22,41,182,0,
OG5_128444,63,13,40,17,26,39,168,0,
OG5_128111,82,0,47,15,32,35,191,14,
OG5_128110,46,174,38,1,19,42,133,66,
OG5_150104,1,83,12,0,1,0,42,0,
OG5_141497,57,2,37,11,9,25,167,0,
OG5_127139,74,0,43,11,17,11,157,0,
OG5_141495,33,1,7,4,11,1,23,0,
OG5_127134,91,0,46,25,43,56,248,0,
OG5_141328,52,0,19,11,3,8,42,1,
OG5_127136,61,0,28,7,3,23,95,1,
OG5_127137,94,0,48,26,40,55,247,0,
OG5_127130,93,0,50,31,48,59,255,0,
OG5_127131,88,0,21,23,29,13,176,0,
OG5_127132,88,1,48,31,39,59,238,39,
OG5_145317,37,0,11,3,5,4,9,0,
OG5_129860,63,0,37,7,26,23,69,1,
OG5_131011,29,306,19,2,1,12,29,10,
OG5_135009,27,110,20,9,10,13,84,11,
OG5_129863,36,0,39,11,7,18,170,0,
OG5_129864,48,0,26,4,19,27,54,0,
OG5_131016,57,0,25,1,16,20,20,0,
OG5_131017,55,0,36,9,11,29,129,0,
OG5_131018,57,30,39,9,24,34,126,0,
OG5_131019,29,0,15,4,12,18,54,0,
OG5_128591,66,237,41,15,26,33,185,61,
OG5_128590,62,379,9,7,16,45,169,62,
OG5_128597,21,0,16,0,12,3,19,0,
OG5_128595,70,0,40,10,21,48,181,0,
OG5_128594,63,208,37,6,17,28,143,32,
OG5_129510,19,386,3,3,2,13,25,64,
OG5_128844,70,0,40,12,27,36,126,0,
OG5_129512,56,156,33,11,17,25,86,46,
OG5_128028,64,0,39,15,26,37,155,0,
OG5_132068,59,162,40,16,8,38,154,21,
OG5_128840,63,0,31,6,27,30,170,0,
OG5_129516,59,151,26,13,22,22,113,22,
OG5_128842,21,368,26,4,30,30,62,25,
OG5_128022,80,0,44,16,30,41,211,0,
OG5_128020,90,68,45,21,30,44,218,2,
OG5_128027,71,0,46,16,26,43,115,0,
OG5_128025,85,0,46,18,23,43,209,0,
OG5_129889,69,0,44,9,24,41,175,0,
OG5_158491,39,0,13,7,6,5,78,1,
OG5_129883,72,0,40,15,16,12,160,0,
OG5_129880,48,0,17,9,18,4,61,0,
OG5_129886,88,4,42,15,27,39,226,1,
OG5_129887,67,0,42,7,24,39,174,0,
OG5_129885,96,0,29,18,47,15,102,0,
OG5_128202,37,0,43,13,22,17,168,0,
OG5_128201,72,0,41,12,26,42,162,0,
OG5_128200,68,0,36,9,29,23,164,0,
OG5_129179,61,16,24,12,22,29,148,2,
OG5_128205,72,0,34,10,19,35,170,0,
OG5_128208,82,0,37,14,30,42,202,0,
OG5_129490,34,0,26,4,24,28,91,0,
OG5_129779,21,370,18,2,10,27,87,82,
OG5_126872,91,0,47,29,44,58,247,49,
OG5_126871,80,62,41,19,33,43,199,63,
OG5_126877,93,0,47,26,40,59,258,0,
OG5_126874,98,0,49,32,51,61,251,93,
OG5_135267,11,0,6,1,8,1,17,0,
OG5_126878,64,323,38,19,30,47,191,86,
OG5_129672,9,0,33,15,14,17,160,0,
OG5_134995,52,1,13,5,10,6,100,0,
OG5_131163,41,231,6,4,5,1,16,2,
OG5_134649,25,0,7,2,8,4,28,0,
OG5_127522,80,0,34,11,26,30,184,0,
OG5_129082,71,0,35,9,28,42,184,0,
OG5_130694,71,0,41,4,13,27,108,0,
OG5_134510,47,0,5,9,5,2,15,0,
OG5_129081,23,0,15,6,17,15,62,0,
OG5_131748,69,0,27,5,11,16,59,0,
OG5_130690,66,0,41,6,17,35,179,0,
OG5_129084,84,0,15,9,25,19,70,1,
OG5_129085,71,0,44,15,19,43,136,0,
OG5_129088,57,0,32,7,21,28,128,0,
OG5_134519,53,0,7,13,15,12,11,0,
OG5_146524,31,3,30,6,5,11,114,0,
OG5_135867,18,0,8,7,5,7,43,0,
OG5_131683,38,0,20,3,6,11,12,0,
OG5_129249,56,2,36,13,18,34,133,0,
OG5_129245,67,182,27,9,13,12,96,0,
OG5_129246,48,0,39,5,22,37,144,0,
OG5_139541,6,0,0,0,1,9,3,0,
OG5_129034,78,1,6,1,32,3,21,0,
OG5_129241,62,0,30,10,19,8,49,0,
OG5_131348,65,0,33,7,20,20,114,0,
OG5_130165,76,5,43,14,14,38,116,0,
OG5_130164,36,0,29,8,18,32,99,0,
OG5_130163,33,4,16,7,14,19,50,0,
OG5_131340,16,0,33,16,10,20,157,0,
OG5_146660,38,6,30,4,5,21,148,0,
OG5_131345,56,0,39,9,11,26,83,0,
OG5_131346,75,0,41,6,19,33,176,0,
OG5_130761,65,0,38,9,18,6,87,0,
OG5_126987,68,0,40,12,28,39,202,0,
OG5_126984,85,113,49,26,43,56,226,6,
OG5_130762,52,3,28,4,22,27,103,0,
OG5_126982,80,456,45,14,40,51,230,77,
OG5_130764,10,0,36,13,13,10,113,0,
OG5_130766,23,0,25,5,10,31,163,0,
OG5_134206,4,0,13,4,5,12,48,0,
OG5_129642,88,0,47,15,26,40,181,0,
OG5_127528,85,10,49,20,33,48,216,75,
OG5_129644,77,0,43,10,25,40,122,0,
OG5_126988,92,0,46,28,45,54,242,90,
OG5_130189,37,79,18,13,15,6,70,24,
OG5_130185,69,0,35,6,23,27,134,0,
OG5_132962,38,0,20,2,10,25,75,0,
OG5_134423,13,0,17,0,4,6,22,0,
OG5_127901,61,0,46,16,26,39,184,0,
OG5_127900,58,0,24,12,32,42,179,0,
OG5_127903,82,0,42,18,30,49,218,0,
OG5_127902,74,0,35,15,30,38,174,2,
OG5_127904,83,0,44,16,31,47,221,3,
OG5_127907,58,0,32,11,19,31,150,0,
OG5_127906,77,3,43,19,30,39,179,0,
OG5_127909,78,0,42,18,31,48,187,0,
OG5_127908,44,51,27,5,10,12,78,1,
OG5_140567,38,1,8,11,1,27,15,10,
OG5_128412,78,0,43,19,31,40,183,0,
OG5_131582,58,0,38,13,9,26,143,0,
OG5_131586,39,0,15,1,13,13,7,0,
OG5_130500,69,1,44,14,17,27,194,0,
OG5_131584,57,0,24,3,13,13,126,0,
OG5_138686,40,1,8,7,6,0,17,0,
OG5_138687,64,0,34,12,15,22,119,0,
OG5_131589,54,0,28,5,18,21,121,0,
OG5_130508,74,0,24,18,18,16,15,0,
OG5_138681,40,3,12,4,9,2,65,0,
OG5_130233,21,0,42,17,13,22,158,0,
OG5_130231,7,322,6,1,0,16,28,76,
OG5_127256,86,4,45,16,34,46,222,5,
OG5_130237,73,0,40,6,10,43,185,0,
OG5_126965,92,0,50,31,47,60,262,92,
OG5_127703,68,0,19,22,25,19,138,57,
OG5_130873,34,121,16,9,12,3,82,4,
OG5_127250,95,6,48,25,35,55,222,92,
OG5_139814,42,3,29,4,7,17,87,0,
OG5_127701,70,0,39,12,30,39,174,2,
OG5_134730,37,1,23,7,5,8,81,0,
OG5_146275,48,2,25,1,4,16,77,0,
OG5_131791,4,347,2,2,3,1,5,49,
OG5_134500,4,159,2,2,1,0,3,69,
OG5_169785,8,7,6,0,0,2,48,0,
OG5_175411,10,0,3,0,3,3,27,0,
OG5_127835,46,0,21,6,22,25,141,0,
OG5_130438,61,0,21,5,16,27,50,0,
OG5_127836,77,71,41,13,30,39,194,0,
OG5_127831,90,11,44,27,36,51,235,5,
OG5_127833,80,0,45,10,33,55,208,0,
OG5_130348,30,0,4,4,21,27,6,0,
OG5_130346,41,0,42,18,18,28,215,0,
OG5_130345,49,3,14,8,18,13,71,0,
OG5_130344,52,0,33,8,19,8,133,0,
OG5_129101,36,8,35,8,14,38,168,0,
OG5_127838,73,7,42,20,33,41,177,3,
OG5_140406,77,0,41,16,6,3,165,0,
OG5_127098,61,6,25,9,25,31,128,0,
OG5_172499,49,4,25,9,3,14,99,2,
OG5_126969,87,0,46,20,35,38,235,0,
OG5_137355,13,48,18,2,3,28,67,29,
OG5_132094,73,15,32,5,11,10,90,2,
OG5_146301,35,0,16,2,3,19,59,0,
OG5_149856,27,0,0,1,4,0,0,0,
OG5_126658,21,201,1,3,28,4,46,53,
OG5_127090,94,0,47,32,52,56,252,91,
OG5_146897,66,0,14,3,7,17,68,0,
OG5_146895,53,0,33,5,1,21,126,0,
OG5_132324,5,0,29,12,5,13,93,0,
OG5_129106,56,0,33,9,16,43,104,0,
OG5_132329,14,0,37,10,12,17,124,0,
OG5_131093,7,2,2,0,10,5,34,0,
OG5_144653,81,4,42,17,19,29,192,0,
OG5_133520,53,31,36,1,13,9,58,2,
OG5_126692,74,515,43,14,26,50,190,0,
OG5_127059,87,0,44,19,30,41,203,0,
OG5_127058,67,436,39,17,30,37,168,33,
OG5_126696,95,0,48,30,44,56,261,3,
OG5_126694,57,28,36,11,32,28,140,91,
OG5_127053,90,0,47,17,29,50,227,0,
OG5_127051,95,0,50,28,46,56,247,89,
OG5_127050,93,0,49,32,50,55,241,95,
OG5_127057,85,71,42,22,33,40,227,1,
OG5_127055,60,29,27,13,25,13,118,1,
OG5_127054,85,249,43,16,24,35,214,61,
OG5_127585,64,20,43,14,32,40,180,48,
OG5_127584,79,86,27,7,30,31,187,1,
OG5_132219,61,0,12,14,3,4,80,0,
OG5_127586,46,0,37,25,23,31,189,0,
OG5_127580,94,0,47,20,38,44,238,0,
OG5_132211,32,0,16,3,5,15,95,0,
OG5_127589,63,2,34,13,27,33,168,18,
OG5_159288,42,0,18,5,1,12,80,0,
OG5_128900,41,0,31,6,23,36,72,0,
OG5_132396,72,0,17,7,8,27,87,0,
OG5_131902,17,0,36,14,7,13,117,0,
OG5_128905,23,262,40,17,0,52,238,36,
OG5_131900,56,0,34,8,13,40,119,0,
OG5_128907,28,0,2,2,2,0,5,0,
OG5_128511,66,7,35,15,27,40,166,0,
OG5_127792,71,1,40,13,30,45,173,0,
OG5_131908,13,0,38,16,9,14,150,0,
OG5_127457,78,7,45,15,29,39,207,0,
OG5_129077,49,105,11,6,24,32,100,0,
OG5_133630,51,0,29,1,8,10,98,0,
OG5_127454,72,0,38,14,24,41,179,0,
OG5_127453,69,0,44,14,33,35,175,0,
OG5_127452,85,13,44,21,36,57,249,0,
OG5_127451,86,0,43,19,29,42,199,0,
OG5_127450,77,0,48,15,31,43,219,0,
OG5_133638,23,0,1,0,8,3,8,0,
OG5_133639,43,0,19,3,10,12,65,0,
OG5_133303,4,258,3,1,0,5,18,28,
OG5_132851,44,1,13,1,12,30,80,0,
OG5_128699,60,0,30,14,26,38,139,0,
OG5_135657,7,81,25,8,1,3,52,1,
OG5_132855,63,0,7,7,16,3,17,0,
OG5_127796,74,0,37,16,33,44,169,0,
OG5_127639,89,0,49,22,30,47,222,2,
OG5_127638,58,6,39,14,27,39,185,0,
OG5_128690,53,0,38,12,21,33,159,0,
OG5_128691,79,0,41,16,23,45,199,0,
OG5_128692,68,0,31,10,12,26,130,0,
OG5_128693,59,0,33,13,23,24,117,0,
OG5_128694,79,0,38,10,29,45,197,0,
OG5_160170,62,3,40,5,10,17,141,0,
OG5_127631,51,0,29,17,29,33,155,56,
OG5_128697,55,0,34,7,21,35,133,0,
OG5_140025,23,1,15,5,4,5,37,0,
OG5_130980,52,0,36,10,10,16,124,0,
OG5_134286,77,0,39,12,10,9,94,0,
OG5_132459,4,89,22,1,4,15,54,7,
OG5_132104,58,0,36,5,9,27,196,0,
OG5_134284,45,0,39,9,1,21,138,0,
OG5_134285,55,0,9,7,7,10,22,0,
OG5_128419,77,0,43,16,28,41,181,0,
OG5_134282,71,26,26,10,16,17,87,1,
OG5_132695,17,0,8,0,10,8,18,0,
OG5_129667,65,0,42,6,16,32,171,0,
OG5_132692,47,0,32,2,15,20,40,0,
OG5_164794,65,130,31,14,22,12,134,0,
OG5_128479,67,0,39,7,27,33,154,0,
OG5_128476,87,28,46,18,23,41,175,0,
OG5_128477,69,0,37,12,24,30,166,0,
OG5_128472,61,0,42,14,23,42,147,0,
OG5_128473,51,0,25,5,24,36,90,0,
OG5_127123,78,0,29,15,20,32,187,0,
OG5_157639,8,154,0,1,0,2,3,2,
OG5_146476,8,0,4,2,1,20,13,0,
OG5_127120,67,0,43,9,24,34,182,0,
OG5_127127,90,0,47,22,39,56,238,93,
OG5_130968,75,234,36,18,23,20,141,48,
OG5_127124,95,8,38,12,33,18,140,0,
OG5_135587,31,0,11,4,12,19,102,0,
OG5_135584,23,13,24,2,4,21,68,0,
OG5_127128,96,0,48,29,47,57,247,11,
OG5_140157,4,182,2,0,0,1,15,0,
OG5_128878,64,1,41,16,23,38,159,0,
OG5_131006,30,0,30,16,12,16,129,0,
OG5_129874,87,13,39,12,33,17,186,0,
OG5_131002,29,0,10,2,12,12,55,0,
OG5_129871,45,0,29,1,13,16,110,0,
OG5_128870,93,0,46,17,31,24,186,0,
OG5_128872,74,26,42,12,24,37,172,3,
OG5_135075,68,9,37,11,11,19,141,0,
OG5_128874,73,0,39,9,30,36,168,0,
OG5_135070,20,0,12,1,8,3,11,0,
OG5_144310,47,0,11,5,0,2,67,0,
OG5_156948,9,0,15,0,0,4,19,0,
OG5_132071,36,0,4,1,6,9,61,0,
OG5_129504,31,0,29,4,23,20,99,0,
OG5_181514,14,99,14,10,4,6,62,1,
OG5_128058,65,0,36,14,32,40,165,0,
OG5_132074,45,0,23,1,7,5,72,0,
OG5_128056,88,6,48,24,36,48,222,3,
OG5_128057,63,0,42,7,25,36,137,0,
OG5_128055,75,0,41,16,30,42,188,0,
OG5_128052,68,1,37,15,31,38,165,0,
OG5_128053,70,1,32,14,28,32,154,1,
OG5_128050,60,0,32,10,25,35,148,0,
OG5_139560,1,0,3,0,6,10,19,0,
OG5_149360,53,0,10,5,8,6,85,0,
OG5_129891,86,0,40,10,17,25,229,0,
OG5_127174,74,478,44,18,22,46,195,10,
OG5_129893,40,0,19,4,26,22,62,0,
OG5_129895,61,4,43,6,25,35,175,0,
OG5_129894,77,0,30,15,9,16,145,1,
OG5_129897,73,0,9,2,10,1,20,0,
OG5_129896,36,0,14,5,22,24,64,0,
OG5_128272,62,0,35,12,23,40,173,1,
OG5_128273,26,352,9,5,12,20,67,63,
OG5_128270,74,0,37,16,26,39,170,0,
OG5_127345,82,0,42,17,33,47,222,83,
OG5_128278,79,7,40,15,31,39,186,0,
OG5_128279,76,0,42,16,26,29,143,0,
OG5_126861,87,1,40,11,27,31,159,0,
OG5_126860,44,193,36,10,23,49,166,4,
OG5_126863,85,496,46,22,35,46,209,94,
OG5_126862,90,402,46,22,37,49,240,76,
OG5_126865,61,495,38,11,29,34,178,0,
OG5_126867,90,0,47,27,43,52,252,84,
OG5_126866,55,296,42,11,24,38,200,29,
OG5_126869,79,0,37,19,32,37,195,0,
OG5_126868,86,0,47,19,35,48,197,0,
OG5_163367,41,4,34,13,14,22,97,0,
OG5_134983,52,0,16,3,6,2,6,0,
OG5_127677,82,25,43,19,28,44,199,0,
OG5_129471,38,0,26,7,10,12,98,0,
OG5_135457,10,0,28,7,10,15,105,0,
OG5_129476,62,5,32,3,26,35,142,0,
OG5_129091,38,0,28,8,16,36,102,0,
OG5_129090,69,0,40,6,29,39,80,0,
OG5_131751,35,6,17,5,12,11,25,0,
OG5_131757,73,278,6,5,3,3,8,68,
OG5_129094,48,0,22,9,23,33,83,0,
OG5_134507,37,13,18,4,8,15,81,0,
OG5_129096,58,0,35,6,23,36,136,0,
OG5_134508,4,96,4,5,1,0,57,34,
OG5_131486,7,0,37,11,12,16,167,0,
OG5_129252,55,48,32,7,10,29,113,61,
OG5_128308,64,0,42,10,25,41,183,0,
OG5_128309,66,2,35,14,27,39,160,0,
OG5_129257,73,69,26,11,30,12,144,16,
OG5_129256,64,0,43,13,27,39,157,0,
OG5_129254,52,0,33,8,20,33,122,0,
OG5_128302,54,0,19,9,27,3,166,0,
OG5_128303,77,0,48,14,28,43,193,0,
OG5_128301,69,0,38,10,30,48,162,0,
OG5_128306,71,0,42,14,31,41,178,0,
OG5_128307,58,0,41,8,25,37,144,0,
OG5_131693,50,0,24,3,14,21,157,0,
OG5_131358,77,0,43,13,12,23,123,0,
OG5_127776,14,204,11,6,4,19,66,51,
OG5_134187,93,0,25,20,25,2,78,0,
OG5_131354,71,0,33,11,28,18,86,0,
OG5_131353,36,0,15,5,13,18,86,0,
OG5_126995,99,0,40,19,40,27,166,2,
OG5_126994,70,106,46,14,30,45,224,0,
OG5_130750,45,0,32,9,8,27,109,0,
OG5_126990,71,1,44,13,29,33,204,1,
OG5_129659,53,0,41,6,19,38,133,0,
OG5_129657,63,0,36,11,19,38,76,0,
OG5_129655,53,32,12,4,25,25,94,1,
OG5_138560,6,3,2,8,1,0,5,30,
OG5_126999,68,231,22,10,30,44,94,0,
OG5_126998,89,0,47,28,46,54,239,17,
OG5_129651,35,0,3,4,11,26,8,0,
OG5_129650,55,0,26,8,14,27,100,0,
OG5_128947,62,0,40,8,27,12,122,0,
OG5_137747,43,8,19,2,9,27,52,1,
OG5_127382,86,0,45,24,38,50,213,0,
OG5_135733,5,173,0,0,1,2,11,0,
OG5_165113,2,6,0,0,0,0,1,0,
OG5_138740,54,17,32,7,8,17,118,0,
OG5_138748,35,25,38,15,1,40,119,0,
OG5_138464,49,0,23,9,7,4,66,0,
OG5_127935,81,0,44,13,28,42,173,0,
OG5_127936,77,0,43,16,28,41,203,0,
OG5_127385,73,192,35,11,30,38,197,17,
OG5_127933,86,0,48,20,35,46,220,0,
OG5_139580,3,0,5,2,0,22,8,0,
OG5_127939,75,0,43,10,18,37,185,0,
OG5_128140,38,228,33,8,10,15,130,49,
OG5_129186,57,0,24,12,30,4,168,1,
OG5_131591,76,0,34,11,17,27,187,0,
OG5_138698,3,0,4,1,3,3,27,0,
OG5_127927,87,256,41,27,48,49,251,25,
OG5_154944,62,23,31,13,5,7,165,0,
OG5_144578,4,0,3,4,2,3,7,0,
OG5_130245,11,0,36,18,9,13,147,1,
OG5_149969,42,0,15,3,0,22,57,0,
OG5_137292,57,0,37,10,5,22,98,0,
OG5_137293,11,0,3,2,18,0,31,0,
OG5_137299,16,56,23,3,3,23,71,0,
OG5_130249,73,0,27,8,10,21,39,0,
OG5_143849,42,0,17,8,3,2,77,0,
OG5_143841,30,0,35,14,6,12,120,0,
OG5_130055,66,0,36,4,20,32,161,0,
OG5_127800,76,1,43,25,21,36,217,0,
OG5_127803,87,0,45,16,28,41,217,0,
OG5_127804,83,10,43,19,31,45,213,1,
OG5_127805,81,9,42,13,27,32,160,65,
OG5_127121,75,346,37,15,33,49,143,1,
OG5_127807,67,96,25,15,22,41,141,31,
OG5_130408,13,1,36,17,12,16,156,0,
OG5_130409,57,0,32,12,7,26,159,0,
OG5_137188,3,0,0,0,0,1,1,0,
OG5_130405,53,0,22,2,20,24,29,0,
OG5_130406,69,0,24,7,20,16,90,3,
OG5_130407,73,0,40,13,20,22,182,0,
OG5_134752,23,0,24,6,7,10,78,0,
OG5_134021,61,0,28,11,9,36,103,0,
OG5_128061,88,0,45,21,33,57,235,0,
OG5_127735,89,0,48,21,23,54,234,0,
OG5_137425,1,71,0,0,1,1,2,2,
OG5_128707,90,0,43,16,32,20,168,0,
OG5_143026,22,0,2,2,1,0,23,0,
OG5_133410,46,0,31,4,7,18,123,0,
OG5_139974,12,0,4,2,7,0,72,0,
OG5_128705,92,0,46,22,32,27,195,1,
OG5_143205,9,0,17,2,0,0,51,0,
OG5_136344,95,8,45,11,15,43,178,0,
OG5_132801,78,0,12,9,11,5,16,0,
OG5_136342,27,4,19,7,4,12,64,0,
OG5_146882,36,0,3,4,1,1,18,3,
OG5_143148,25,0,1,1,3,24,25,0,
OG5_136163,16,0,14,0,2,3,56,0,
OG5_149968,6,0,7,2,1,1,5,0,
OG5_143141,22,0,25,7,1,17,96,0,
OG5_128880,32,0,32,12,22,31,129,0,
OG5_168328,51,20,29,4,9,15,112,5,
OG5_126681,96,513,50,32,47,62,256,93,
OG5_126680,78,386,41,16,33,42,204,74,
OG5_159907,22,15,34,3,2,20,56,2,
OG5_126685,79,316,46,22,36,52,230,58,
OG5_126687,93,509,50,28,45,58,254,94,
OG5_127029,91,25,46,26,44,56,247,93,
OG5_127026,77,73,46,18,16,32,225,1,
OG5_127027,83,492,46,15,30,53,207,13,
OG5_127024,83,115,42,20,32,44,239,1,
OG5_127025,91,0,49,26,43,58,242,30,
OG5_127022,94,4,49,27,46,59,257,81,
OG5_150393,9,0,11,0,0,25,32,0,
OG5_127020,84,406,45,19,36,48,231,59,
OG5_129339,59,2,34,10,25,35,137,0,
OG5_136018,33,0,18,5,31,15,109,0,
OG5_128537,70,0,46,12,30,33,133,0,
OG5_145749,14,0,38,4,0,19,123,0,
OG5_128240,82,0,47,15,32,33,214,0,
OG5_136015,78,0,31,5,12,10,59,0,
OG5_132260,94,0,41,16,31,12,115,0,
OG5_156714,9,80,22,2,0,5,76,2,
OG5_128089,81,26,44,17,31,42,212,8,
OG5_128914,71,157,35,17,18,32,168,3,
OG5_128913,14,363,8,0,3,6,71,77,
OG5_128912,91,3,35,4,30,22,99,0,
OG5_128911,61,0,22,11,22,21,70,0,
OG5_131912,84,0,40,10,12,30,119,0,
