,am,ba,ee,ex,op,pl,sr,za,
OG5_128168,0.051,0,0.111,0.167,0.132,0.143,0.063,0,
OG5_150104,1.0,0.044,0.333,0,1.0,0,0.229,0,
OG5_126802,0.045,0,0.225,0.487,0.088,0.25,0.1,0,
OG5_128314,0.118,0.188,0.156,0.362,0.123,0.141,0.223,0.75,
OG5_130956,0.048,0,0.04,0.133,0.222,0.103,0.02,0,
OG5_126993,0.06,1.0,0.057,0.146,0.045,0.071,0.022,0.021,
OG5_138100,1.0,0.083,0,0,0,0,0,0,
OG5_133021,0.125,0.2,0.167,0.286,0.2,0.5,0.048,0,
OG5_128954,0.1,0,0.25,0.333,0.241,0.097,0.118,0,
OG5_128862,0.055,0.5,0.532,0.296,0.26,0.333,0.077,0,
OG5_128136,0.039,0,0.086,0.091,0.138,0.152,0.013,1.0,
OG5_128901,0.063,0,0.125,0.333,0.083,0.222,0.095,0,
OG5_130588,0.066,0,0.026,0.182,0.214,0.044,0.059,0,
OG5_130228,0.333,0,0.063,0.182,0.111,0.167,0.057,0,
OG5_126900,0.055,0,0.05,0.122,0.058,0.25,0.024,0.021,
OG5_126732,0.054,0,0.092,0.143,0.159,0.101,0.023,0,
OG5_127759,0.026,0,0.058,0.077,0.056,0.096,0.015,0.029,
OG5_127148,0.052,0,0.07,0.118,0.115,0.066,0.023,0,
OG5_127906,0.083,0.333,0.077,0.095,0.057,0.081,0.352,0,
OG5_134016,0.286,0,0.667,0.75,0.455,0.625,0.25,0,
OG5_128939,0.036,0,0.05,0.222,0.105,0.052,0.02,0,
OG5_126708,0.046,0.004,0.057,0.14,0.078,0.128,0.021,0.012,
OG5_130122,0.041,0,0.048,0.154,0.133,0.05,0.019,0,
OG5_128344,0.028,0.008,0.1,0.154,0.395,0.091,0.151,0.111,
OG5_126890,0.054,0,0.081,0.121,0.149,0.086,0.02,0.022,
OG5_126923,0.057,0.02,0.1,0.115,0.075,0.084,0.048,0.041,
OG5_127121,0.034,0.009,0.143,0.143,0.167,0.135,0.027,1.0,
OG5_129710,0.083,0.4,0.188,0.955,0.194,0.667,0.111,0,
OG5_128120,0.033,0,0.047,0.125,0.061,0.05,0.012,0,
OG5_126853,0.044,0.008,0.074,0.167,0.105,0.205,0.028,0.105,
OG5_128897,0.046,0,0.086,0.25,0.12,0.14,0.04,0,
OG5_136418,0.144,0.118,0.159,0.435,0.172,0.212,0.061,1.0,
OG5_137505,0.2,0.167,0.065,0,0.111,0.055,0.028,0,
OG5_127051,0.045,0,0.045,0.082,0.096,0.064,0.025,0.011,
OG5_131769,0.15,0.1,0.4,0.667,0.143,0.333,0.154,1.0,
OG5_133114,0.1,0.025,0.167,0.211,0.222,0.25,0.054,0.5,
OG5_130015,0.04,0,0.4,0.25,0.1,0.333,0.05,0,
OG5_129084,0.041,0,0.182,0.182,0.069,0.091,0.038,1.0,
OG5_128945,0.075,0,0.2,0.375,0.107,0.186,0.064,0,
OG5_127560,0.032,0,0.06,0.143,0.093,0.144,0.02,0,
OG5_128202,0.315,0,0.103,0.227,0.3,0.2,0.054,0,
OG5_128419,0.027,0,0.056,0.15,0.063,0.157,0.017,0,
OG5_129551,0.2,0,0.08,0.154,0.346,0.154,0.026,0,
OG5_130736,0.086,0,0.125,0.167,0.154,0.081,0.029,0,
OG5_127939,0.087,0,0.133,0.214,0.158,0.171,0.048,0,
OG5_126965,0.042,0,0.074,0.083,0.078,0.118,0.025,0.022,
OG5_127490,0.041,0.077,0.051,0.091,0.103,0.151,0.027,0.021,
OG5_142435,0.063,0,0.125,0.5,0.344,0.4,0.067,0,
OG5_132249,0.066,0,0.667,0,0.531,0,0.5,0,
OG5_128356,0.076,0,0.096,0.404,0.256,0.122,0.105,0,
OG5_129953,0.056,0.083,0.109,0.262,0.447,0.1,0.113,0.75,
OG5_126959,0.05,0.006,0.048,0.172,0.13,0.057,0.025,0.061,
OG5_132753,0.044,0,0.077,0.125,0.158,0.31,0.089,0,
OG5_158938,0.25,0.056,0.2,0.5,1.0,0,0.5,0,
OG5_142999,0.211,0.5,0.176,0.87,0.3,0.273,0.17,0,
OG5_130828,0.25,0,0.103,0.111,0.182,0.067,0.016,0,
OG5_127226,0.077,0.01,0.068,0.182,0.061,0.172,0.04,0.061,
OG5_129149,0.036,0,0.044,0.111,0.077,0.102,0.021,0,
OG5_126984,0.052,0.016,0.051,0.158,0.079,0.132,0.024,0.167,
OG5_128650,0.051,0,0.024,0.111,0.103,0.075,0.025,0,
OG5_130193,0.075,0.1,0.111,0.238,0.227,0.111,0.072,0,
OG5_130036,0.082,0.076,0.172,0.349,0.2,0.14,0.164,0,
OG5_135156,0.125,0,0.25,1.0,0.444,0.173,0.275,0,
OG5_128125,0.073,0,0.176,0.077,0.071,0.172,0.026,0,
OG5_130197,0.026,0,0.049,0.25,0.091,0.105,0.02,0,
OG5_138019,1.0,0,0,0,0.333,0,0.25,0,
OG5_129588,0.072,0,0.121,0.308,0.108,0.143,0.052,0,
OG5_127877,0.079,0.032,0.167,0.5,0.094,0.125,0.056,0.333,
OG5_130062,0.071,0,0.25,1.0,0.087,0.276,0.1,0,
OG5_127961,0.054,0.004,0.077,0.667,0.094,0.136,0.047,0.02,
OG5_133303,1.0,0.01,0.5,0,0,0.2,0.167,0.069,
OG5_128705,0.026,0,0.078,0.114,0.13,0.133,0.025,1.0,
OG5_127767,0.079,0,0.125,0.154,0.063,0.107,0.036,0,
OG5_129495,0.07,0.032,0.25,0.154,0.263,0,0.118,0.5,
OG5_137311,0.091,0.154,0.5,1.0,0.234,1.0,0.188,0,
OG5_137077,0.143,0,0.143,1.0,0.714,0.5,0.136,0,
OG5_128537,0.041,0,0.119,0.1,0.118,0.158,0.02,0,
OG5_127333,0.052,0,0.061,0.111,0.059,0.11,0.021,0,
OG5_127153,0.034,0,0.05,0.163,0.07,0.119,0.021,0,
OG5_128343,0.055,0,0.093,0.143,0.121,0.073,0.018,0,
OG5_126729,0.057,0.016,0.053,0.16,0.359,0.212,0.041,0.125,
OG5_142821,0.1,0,0.143,0.2,0.5,0.212,0.1,0,
OG5_126784,0.047,0.017,0.231,0.235,0.189,0.131,0.035,0.039,
OG5_128657,0.048,0,0.063,0.346,0.098,0.237,0.026,0,
OG5_132000,0.101,0,0.1,0.133,0.143,0.293,0.068,0,
OG5_130835,0.075,1.0,0.079,0.133,0.174,0.265,0.032,0,
OG5_134149,0.095,0.667,0.133,0.222,0.429,0.75,0.08,0,
OG5_132990,0.5,0,0.125,0.4,0.25,0.333,0.037,0,
OG5_127848,0.048,1.0,0.051,0.097,0.068,0.07,0.017,0.087,
OG5_128938,0.077,0.047,0.103,0.167,0.333,0.135,0.063,0.111,
OG5_132370,0.333,0,0.059,0.125,0.2,0.111,0.018,0,
OG5_127762,0.031,0,0.066,0.138,0.053,0.048,0.016,0.25,
OG5_128381,0.043,0,0.061,0.154,0.306,0.122,0.022,0,
OG5_130304,0.065,0,0.058,0.13,0.103,0.048,0.06,0,
OG5_130779,0.333,0,0.125,0.15,0.176,0.083,0.025,0,
OG5_130923,0.25,0.012,0.125,0.333,1.0,0.2,0.4,0.036,
OG5_128255,0.124,0,0.067,0.154,0.081,0.148,0.028,0,
OG5_128629,0.176,0.125,0.182,0.176,0.158,0.2,0.071,0,
OG5_127432,0.032,0,0.058,0.139,0.068,0.063,0.019,0.5,
OG5_127233,0.045,0.007,0.052,0.135,0.279,0.087,0.05,0.031,
OG5_127867,1.0,0.004,0.5,0,0.1,0.533,0.25,0,
OG5_128310,0.083,0,0.158,0.286,0.123,0.125,0.049,0,
OG5_132833,0.052,0,0.141,0.174,0.221,0.197,0.033,0,
OG5_130705,0.083,0,0.286,0.5,0.3,0,0.2,0,
OG5_130878,0.133,0,0.103,0.4,0.133,0.143,0.024,0,
OG5_139601,0.065,0,0.074,0.111,1.0,0.333,0.059,0,
OG5_152189,0.087,0,0.143,0.143,0.067,0.091,0.027,0.087,
OG5_144932,0.079,0,0.168,0.68,0,0.252,0.26,0,
OG5_132692,0.071,0,0.04,0,0.125,0.136,0.067,0,
OG5_128488,0.042,0,0.048,0.176,0.077,0.077,0.047,1.0,
OG5_144510,0.5,0,0.5,0.333,0,0.333,0.25,0,
OG5_131281,0.057,0,0.045,0.2,0.333,0.088,0.037,0,
OG5_128781,0.033,0,0.053,0.083,0.063,0.154,0.027,0,
OG5_128753,0.063,0,0.083,0.135,0.16,0.114,0.082,0,
OG5_127231,0.033,0.5,0.113,0.1,0.148,0.094,0.03,0.029,
OG5_131194,0.048,0,0.074,0.667,0.182,0.25,0.074,0,
OG5_126938,0.032,0,0.043,0.103,0.062,0.083,0.034,0,
OG5_127889,0.036,0,0.042,0.143,0.297,0.06,0.017,0,
OG5_129425,0.051,0.077,0.214,0.333,0.109,0,0,1.0,
OG5_128010,0.054,0,0.111,0.188,0.08,0.188,0.024,0,
OG5_133344,0.087,0,0.5,0.222,0.182,1.0,0.086,0,
OG5_128127,0.07,0,0.081,0.077,0.098,0.077,0.017,0,
OG5_132312,0.115,0,0.059,0.333,0.2,0.25,0.125,0,
OG5_128448,0.063,0,0.093,0.125,0.289,0.059,0.024,0,
OG5_127311,0.074,0,0.125,0.174,0.118,0.125,0.037,0,
OG5_126847,0.047,0.007,0.058,0.214,0.083,0.077,0.027,0.042,
OG5_132184,0.25,0,0.1,0.375,0.318,0.083,0.039,0,
OG5_132607,0.081,0,0.16,0.5,0.375,0.529,0.11,0,
OG5_128992,0.143,0.015,0.1,0.333,0.32,0.522,0.103,0.2,
OG5_131563,0.143,0,0.4,0.25,0.235,0.286,0.059,1.0,
OG5_126983,0.057,0,0.062,0.176,0.066,0.081,0.029,0.011,
OG5_127696,0.051,0,0.073,0.188,0.077,0.195,0.019,0,
OG5_130105,0.059,0.111,0.124,0.182,0.129,0.161,0.025,0,
OG5_127832,0.051,0,0.06,0.083,0.081,0.05,0.018,0.143,
OG5_126796,0.044,0.007,0.143,0.182,0.106,0.152,0.043,0.085,
OG5_127580,0.063,0,0.068,0.195,0.209,0.12,0.02,0,
OG5_149843,0.079,0,0.4,0.333,0.25,0.182,0.167,0,
OG5_127719,0.075,0,0.128,0.185,0.4,0.261,0.124,0,
OG5_126764,0.032,0.005,0.044,0.077,0.082,0.082,0.031,0.02,
OG5_127884,0.048,0,0.043,0.115,0.043,0.063,0.015,0.286,
OG5_129247,0.041,0,0.086,0.176,0.257,0.065,0.026,0,
OG5_127806,0.046,0,0.067,0.12,0.133,0.06,0.017,0,
OG5_129106,0.038,0,0.034,0.231,0.2,0.059,0.037,0,
OG5_163233,0.154,0,0.5,0,0,0,1.0,1.0,
OG5_132861,0.133,0.333,0.333,1.0,0.763,0,0.25,1.0,
OG5_132415,0.056,0,0.053,0.167,0.273,0.188,0.097,0,
OG5_133681,0.111,0,0.111,0.333,0.294,0.333,0.253,0,
OG5_132083,0.114,0.15,0.2,0.25,0.222,0.333,0.091,0,
OG5_144373,0.143,0,0.5,0,0.667,0.25,0.267,0,
OG5_128129,0.028,0,0.087,0.083,0.088,0.095,0.03,0,
OG5_132126,0.333,0,0.095,0.154,0.133,0.083,0.03,0,
OG5_130883,0.048,0.011,0.111,0.583,0.5,0.259,0.083,0.037,
OG5_127382,0.047,0,0.05,0.188,0.121,0.087,0.03,0,
OG5_129022,0.041,0,0.044,0.143,0.071,0.049,0.021,0,
OG5_128483,0.034,0,0.028,0.133,0.065,0.082,0.011,0,
OG5_129814,0.148,0.5,0.075,0.4,0.185,0.091,0.11,0,
OG5_129799,0.043,0,0.043,0.167,0.125,0.097,0.024,0,
OG5_128798,0.033,0,0.051,0.167,0.057,0.1,0.048,0,
OG5_129471,0.111,0,0.235,0.143,0.273,0.4,0.034,0,
OG5_127760,0.071,0,0.136,0.103,0.068,0.16,0.047,0,
OG5_155900,0.5,0.125,0,0,0.375,0,1.0,0.1,
OG5_149476,0.094,0.333,0.16,1.0,0.333,0.226,0.122,0,
OG5_127834,0.035,0,0.032,0.097,0.05,0.108,0.02,0.08,
OG5_159628,0.125,0.167,0.143,0,0,0.25,0.106,0,
OG5_135366,0.03,1.0,0.097,0.286,0.077,0.2,0.059,0,
OG5_144504,0.446,1.0,0.269,0.5,0.267,0.2,0.122,0,
OG5_129147,0.08,0.04,0.167,0.154,0.133,0.222,0.059,0.059,
OG5_128852,0.049,0.091,0.091,0.1,0.185,0.176,0.024,0,
OG5_126755,0.045,0.005,0.064,0.083,0.143,0.123,0.022,0.025,
OG5_127452,0.049,0.077,0.057,0.2,0.086,0.073,0.018,0,
OG5_127613,0.073,0.01,0.053,0.15,0.184,0.056,0.168,0.25,
OG5_126781,0.056,1.0,0.056,0.135,0.1,0.164,0.053,0,
OG5_126679,0.034,0.007,0.031,0.125,0.068,0.148,0.019,0.029,
OG5_134500,0.5,0.017,0.5,0.667,1.0,0,0.667,0.031,
OG5_142876,0.25,0,0.4,0,1.0,0.2,0.104,0,
OG5_133191,0.083,0,0.069,0.25,0.091,0.108,0.065,1.0,
OG5_129419,0.036,0,0.071,0.143,0.139,0.105,0.028,0,
OG5_128566,0.041,0,0.056,0.13,0.091,0.08,0.033,0,
OG5_127565,0.041,0.008,0.125,0.273,0.143,0.111,0.024,0.024,
OG5_127456,0.032,0.043,0.051,0.188,0.115,0.081,0.019,0.023,
OG5_127428,0.042,0,0.036,0.129,0.247,0.067,0.027,1.0,
OG5_132858,0.038,0,0.118,0.167,0.182,0.171,0.04,0,
OG5_128482,0.059,0,0.133,0.208,0.133,0.13,0.017,0,
OG5_128180,0.097,0,0.103,0.167,0.063,0.088,0.034,0,
OG5_129250,0.042,0,0.049,0.111,0.105,0.163,0.024,0,
OG5_130360,0.364,0,0.081,0.276,0.208,0.133,0.022,0,
OG5_131476,0.4,0.079,0.4,0.333,0.267,0.333,0.075,0,
OG5_146516,0.079,0,0.5,0.833,0.333,0.4,0.077,0,
OG5_156149,0.134,0.06,0.116,0.25,0.22,0.21,0.139,1.0,
OG5_128252,0.04,0.023,0.077,0.167,0.083,0.182,0.031,0.079,
OG5_130318,0.189,0.037,0.265,0.938,0.362,0.667,0.239,0.647,
OG5_127138,0.054,0,0.056,0.111,0.065,0.071,0.021,0.074,
OG5_128950,0.048,0,0.068,0.143,0.119,0.107,0.023,0,
OG5_126740,0.072,0,0.115,0.091,0.127,0.096,0.04,0,
OG5_130146,0.125,0,0.143,0.2,1.0,0.208,0.063,0,
OG5_127557,0.044,0,0.038,0.167,0.114,0.212,0.027,0,
OG5_127488,0.03,1.0,0.034,0.097,0.114,0.086,0.02,0.021,
OG5_127191,0.032,0.167,0.089,0.13,0.102,0.079,0.026,0.011,
OG5_131311,0.116,1.0,0.117,0.219,0.311,0.125,0.108,0,
OG5_127212,0.095,0,0.095,0.662,0.133,0.111,0.109,0,
OG5_130458,0.064,0,0.075,0.273,0.08,0.057,0.052,1.0,
OG5_126969,0.047,0,0.055,0.143,0.066,0.156,0.023,0,
OG5_132348,0.2,0,0.333,0.333,0.133,0.176,0.25,0,
OG5_171121,0.143,0.333,0.5,0.333,0.5,0,0.074,0.333,
OG5_128035,0.029,0.5,0.032,0.2,0.056,0.171,0.019,0.25,
OG5_128600,0.042,0.143,0.056,0.188,0.094,0.178,0.02,0.2,
OG5_126737,0.029,0.033,0.052,0.153,0.188,0.123,0.018,0,
OG5_127610,0.061,0.023,0.065,0.429,0.122,0.107,0.121,0.2,
OG5_128020,0.036,0.015,0.054,0.31,0.17,0.115,0.022,0.5,
OG5_130924,0.333,0,0,0,0.222,0,0,0,
OG5_130335,0.036,0.021,0.091,0.167,0.133,0.238,0.125,0.154,
OG5_127987,0.037,0,0.037,0.105,0.067,0.091,0.022,0,
OG5_127154,0.044,0.006,0.075,0.083,0.246,0.195,0.022,0.011,
OG5_127448,0.088,0,0.094,0.121,0.1,0.072,0.029,0,
OG5_139664,0.223,0.091,0.138,0.25,0.259,0.365,0.11,0,
OG5_134972,0.049,0,0.057,0.172,0.088,0.108,0.019,0,
OG5_159022,0.119,0.163,0.163,0.238,0.197,0.229,0.096,0.5,
OG5_137881,0.059,0.2,0.212,0.409,0.222,0.306,0.12,0.286,
OG5_127548,0.044,0,0.158,0.171,0.224,0.25,0.036,0,
OG5_134187,0.028,0,0.083,0.08,0.065,1.0,0.053,0,
OG5_129016,0.066,0,0.211,0.25,0.107,0.233,0.033,0,
OG5_128207,0.042,0,0.065,0.115,0.081,0.133,0.015,0,
OG5_128346,0.031,0,0.049,0.125,0.067,0.08,0.019,0.018,
OG5_127835,0.083,0,0.133,0.333,0.125,0.195,0.042,0,
OG5_127671,0.032,0.008,0.093,0.161,0.12,0.203,0.056,0.5,
OG5_140390,0.071,0,1.0,1.0,1.0,0.1,0.125,0,
OG5_127166,0.046,0,0.052,0.265,0.095,0.105,0.022,0.011,
OG5_134211,0.125,0.073,0.148,0.25,0.357,0.156,0.386,0.75,
OG5_126850,0.043,0,0.103,0.261,0.127,0.245,0.021,0,
OG5_127689,0.078,0,0.063,0.217,0.115,0.171,0.024,0,
OG5_129513,0.091,0,0.125,0.167,0.194,0.293,0.027,0,
OG5_132127,0.111,0,0.143,0.75,0.333,0.167,0.051,0,
OG5_128690,0.059,0,0.061,0.167,0.083,0.077,0.02,0,
OG5_151343,0.1,0.5,0.5,0.5,0.25,0.667,0.062,0,
OG5_127451,0.052,0,0.064,0.095,0.059,0.11,0.031,0,
OG5_129136,0.25,0,0.065,0.097,0.12,0.071,0.031,0,
OG5_127261,0.057,0,0.048,0.103,0.082,0.17,0.032,0,
OG5_133272,0.25,0,0.6,1.0,1.0,0,0.286,0,
OG5_128774,0.048,0,0.067,0.308,0.069,0.135,0.024,0,
OG5_134286,0.03,0,0.071,0.083,0.1,0.167,0.03,0,
OG5_129443,0.069,0,0.167,0.25,0.121,0,0.133,0,
OG5_127278,0.034,0,0.063,0.136,0.12,0.059,0.028,0,
OG5_134040,0.045,0,0.114,0.2,0.333,0.214,0.057,0,
OG5_138442,0.222,0.5,0.154,0.5,0.5,0.167,0.069,0,
OG5_130771,0.111,0,0.143,0.667,0.222,0.091,0.065,0,
OG5_128162,0.077,0.045,0.111,0.2,0.103,0.2,0.056,0,
OG5_127522,0.05,0,0.138,0.406,0.098,0.208,0.047,0,
OG5_133280,0.5,0.011,0.13,0,0,0,0.065,0,
OG5_132589,0.083,0,0.2,0.5,0.111,0,0.1,0,
OG5_127677,0.028,0.04,0.063,0.1,0.097,0.073,0.016,0,
OG5_158446,0.053,0,0.091,0.2,0.083,0.182,0.024,0,
OG5_139040,0.046,0,0.17,0.333,0.102,0.096,0.049,0,
OG5_127698,0.043,0,0.044,0.414,0.109,0.135,0.054,0,
OG5_127390,0.044,0,0.125,0.087,0.083,0.149,0.024,0,
OG5_140280,0.133,0,0.2,1.0,0.5,0.118,0.125,0,
OG5_128289,0.051,0.03,0.119,0.119,0.143,0.071,0.055,0.143,
OG5_129969,0.286,0,0.033,0.179,0.111,0.071,0.029,0,
OG5_127237,0.045,0.026,0.053,0.116,0.138,0.086,0.047,0.029,
OG5_127637,0.091,0,0.105,0.571,0.111,0.25,0.357,0,
OG5_131427,0.043,0,0.333,0.25,0.125,0.2,0.069,0,
OG5_129596,0.095,0,0.273,0.2,0.103,0.304,0.078,0,
OG5_133273,0.15,0,0.25,0.5,0.194,1.0,0.161,0,
OG5_127780,0.056,0,0.08,0.194,0.093,0.205,0.069,0,
OG5_129719,0.049,0.5,0.143,0.2,0.094,0.207,0.051,0,
OG5_127387,0.043,0,0.057,0.098,0.08,0.111,0.02,0,
OG5_128280,0.042,0,0.143,0.231,0.162,0.18,0.073,0,
OG5_128853,0.034,0,0.049,0.067,0.074,0.125,0.024,0,
OG5_136346,0.077,1.0,0.077,0.5,0.08,0.108,0.03,0,
OG5_127992,0.029,0,0.061,0.1,0.197,0.167,0.025,0,
OG5_127476,0.043,0.048,0.118,0.136,0.215,0.114,0.017,0.022,
OG5_140056,0.136,0,0.25,0.333,0.5,0.5,0.038,0,
OG5_127986,0.053,0,0.055,0.114,0.109,0.1,0.021,0,
OG5_127279,0.059,0,0.049,0.12,0.061,0.088,0.025,0,
OG5_131584,0.143,0,0.182,0.4,0.212,0.154,0.12,0,
OG5_128112,0.067,0.005,0.2,0.571,0.667,0.184,0.071,0.02,
OG5_127916,0.038,0,0.057,0.143,0.129,0.118,0.024,0,
OG5_128240,0.024,0,0.038,0.158,0.163,0.128,0.014,0,
OG5_134084,0.063,0,0.429,1.0,0.44,0.5,0.083,0,
OG5_127128,0.04,0,0.051,0.109,0.202,0.094,0.025,0.091,
OG5_128525,0.082,0,0.074,0.214,0.08,0.136,0.064,0,
OG5_128582,0.25,0.015,0.5,0,0.333,0.333,0.206,0.116,
OG5_128565,0.061,0,0.087,0.4,0.059,0.091,0.048,0,
OG5_127453,0.055,0,0.061,0.143,0.078,0.148,0.037,0,
OG5_141528,0.091,1.0,0.5,0.5,0.25,0.313,0.154,1.0,
OG5_129051,0.308,0.007,0.143,0.167,0.103,0.13,0.2,0.057,
OG5_127530,0.073,0.25,0.121,0.838,0.143,0.2,0.171,0,
OG5_127002,0.032,0.006,0.051,0.146,0.125,0.084,0.015,0.667,
OG5_126687,0.039,0.004,0.076,0.128,0.065,0.145,0.027,0.021,
OG5_128355,0.25,0,0.07,0.133,0.093,0.215,0.057,0,
OG5_136994,0.143,0,0.2,0.333,0.188,0.5,0.071,0,
OG5_128940,0.083,0,0.091,0.2,0.083,0.135,0.016,0,
OG5_138761,0.067,0,0.091,0.333,0.167,0.279,0.046,0,
OG5_126874,0.063,0,0.074,0.103,0.16,0.12,0.035,0.021,
OG5_128879,0.059,0,0.047,0.25,0.087,0.293,0.021,0,
OG5_143026,0.15,0,0.8,0.5,1.0,0,0.13,0,
OG5_127642,0.088,0,0.097,0.25,0.125,0.2,0.083,0,
OG5_130408,0.2,1.0,0.059,0.15,0.235,0.125,0.019,0,
OG5_126986,0.032,0,0.075,0.146,0.067,0.061,0.024,0.021,
OG5_127956,0.129,0.011,0.111,0.316,0.114,0.115,0.039,0.095,
OG5_126688,0.047,0.004,0.049,0.082,0.082,0.107,0.027,0.021,
OG5_128403,0.048,0,0.074,0.111,0.143,0.071,0.028,0,
OG5_129205,0.053,1.0,0.045,0.158,0.109,0.136,0.02,0,
OG5_127101,0.064,0.07,0.071,0.323,0.418,0.213,0.323,1.0,
OG5_127160,0.027,0,0.049,0.227,0.086,0.064,0.024,0,
OG5_131693,0.053,0,0.091,0.333,0.1,0.15,0.042,0,
OG5_127299,0.077,0,0.061,0.1,0.118,0.216,0.032,0,
OG5_129576,0.061,0.008,0.133,0.2,0.154,0.182,0.058,0.077,
OG5_127064,0.046,1.0,0.053,0.125,0.063,0.074,0.028,0.022,
OG5_133241,0.075,0,0.167,0.5,0.212,0.5,0.222,0,
OG5_127897,0.143,0.014,0.065,0.5,0.133,0.284,0.046,0,
OG5_127480,0.027,0,0.071,0.136,0.075,0.107,0.029,0,
OG5_127654,0.034,0,0.1,0.105,0.054,0.095,0.034,0,
OG5_130662,0.102,0.134,0.226,0.222,0.26,0.207,0.122,0.313,
OG5_128167,0.065,0.111,0.111,0.188,0.132,0.207,0.055,0,
OG5_137812,0.136,0,0.133,1.0,0.273,0.238,0.061,0,
OG5_126964,0.056,1.0,0.051,0.063,0.087,0.075,0.034,0.022,
OG5_128751,0.077,0,0.071,0.214,0.087,0.111,0.121,0.011,
OG5_129607,0.25,0,0.075,0.19,0.118,0.091,0.028,0,
OG5_133077,0.035,0,0.063,0.143,0.2,0.6,0.068,0,
OG5_127014,0.049,0,0.048,0.105,0.075,0.067,0.026,0.022,
OG5_127053,0.029,0,0.082,0.2,0.091,0.089,0.034,0,
OG5_142460,0.07,0.25,0.075,0.294,0.5,0.237,0.146,0,
OG5_126648,0.055,0.023,0.073,0.407,0.136,0.068,0.041,0.049,
OG5_126700,0.039,0.008,0.068,0.156,0.063,0.059,0.017,0.023,
OG5_126660,0.061,0,0.063,0.152,0.073,0.118,0.027,0,
OG5_138636,0.054,0.143,0.105,0.346,0.357,0.16,0.042,0,
OG5_130213,0.053,0,0.1,0.1,0.074,0.088,0.133,0,
OG5_134169,0.031,0.5,0.172,0.188,0.104,0.286,0.056,0,
OG5_127639,0.046,0,0.053,0.297,0.128,0.058,0.019,0.5,
OG5_129674,0.089,0,0.167,0.5,0.19,0.2,0.056,0,
OG5_128397,0.029,0,0.083,0.111,0.077,0.064,0.011,0,
OG5_129202,0.077,0,0.176,0.391,0.19,0.125,0.072,0,
OG5_131835,0.074,0,0.188,0.385,0.118,0.25,0.105,0,
OG5_129392,0.125,0,0.333,0.333,0.174,0.083,0.04,0,
OG5_129854,0.063,0,0.059,0.125,0.097,0.1,0.04,0,
OG5_128659,0.043,0,0.05,0.286,0.063,0.098,0.02,0,
OG5_128844,0.021,0,0.069,0.167,0.326,0.114,0.023,0,
OG5_129935,0.25,1.0,0.073,0.1,0.167,0.267,0.031,0.133,
OG5_127926,0.031,0,0.059,0.136,0.083,0.079,0.023,0,
OG5_127016,0.061,0,0.091,0.102,0.066,0.078,0.031,0.011,
OG5_142761,0.364,0,0.5,0,0.75,0.5,0.16,0,
OG5_127994,0.059,0.025,0.25,0.25,0.08,0.176,0.074,0.039,
OG5_140406,0.092,0,0.083,0.241,0.286,0.333,0.038,0,
OG5_127903,0.033,0,0.071,0.182,0.057,0.066,0.026,0,
OG5_129237,0.028,0,0.05,0.2,0.086,0.111,0.017,0,
OG5_127345,0.043,0,0.065,0.063,0.071,0.107,0.014,0.012,
OG5_134927,0.04,0,0.053,0.286,0.143,0.125,0.037,0,
OG5_127773,0.07,0,0.082,0.565,0.128,0.19,0.033,0,
OG5_132970,0.286,0,0.061,0.2,0.091,0.091,0.035,0,
OG5_128466,0.1,0.028,0.111,0.158,0.091,0.12,0.048,0.5,
OG5_132003,0.2,0,0.143,1.0,0.24,0.083,0.105,0,
OG5_127666,0.034,0,0.066,0.185,0.116,0.169,0.022,0.333,
OG5_128069,0.061,0,0.071,0.25,0.056,0.158,0.055,0,
OG5_130852,0.087,0,0.25,0.5,0.182,0.275,0.059,0,
OG5_132751,0.033,0,0.125,0.222,0.16,0.133,0.08,0,
OG5_144691,0.115,1.0,0.583,0.5,1.0,0.167,0.077,0.5,
OG5_134274,0.043,1.0,0.167,0.333,0.176,0.5,0.158,0,
OG5_131070,0.043,0.028,0.143,0.333,0.158,0.179,0.063,0,
OG5_127080,0.041,0,0.061,0.105,0.063,0.085,0.026,0.011,
OG5_128866,0.068,0,0.222,0.4,0.174,0.133,0.059,0,
OG5_136328,0.139,1.0,0.147,0.333,0.212,0.31,0.273,0,
OG5_128688,0.043,0,0.045,0.091,0.061,0.069,0.026,0,
OG5_130737,0.083,0.007,0.333,0.667,0.167,0.438,0.065,0.038,
OG5_128178,0.077,0,0.091,0.2,0.138,0.091,0.152,0,
OG5_127475,0.109,0.105,0.108,0.421,0.301,0.352,0.098,0,
OG5_126925,0.036,1.0,0.074,0.179,0.105,0.111,0.037,0,
OG5_129827,0.054,0,0.167,0.25,0.318,0.133,0.1,0,
OG5_130421,0.048,0.077,0.094,0.25,0.286,0.333,0.041,0,
OG5_130409,0.091,0,0.125,0.333,0.25,0.111,0.061,0,
OG5_130201,0.176,0.046,0.188,0.375,0.267,0.375,0.057,0.25,
OG5_127622,0.043,0,0.083,0.176,0.1,0.044,0.016,0.013,
OG5_126968,0.034,0.009,0.056,0.229,0.095,0.087,0.02,0.036,
OG5_146491,0.267,0,0.222,0.167,0.4,0.4,0.143,0,
OG5_130172,0.071,0.045,0.5,0.5,0.172,0.333,0.077,0.1,
OG5_132132,0.13,0.07,0.125,0.5,0.8,0.278,0.111,0,
OG5_130353,0.033,0,0.083,0.214,0.179,0.216,0.026,0,
